"
",>>>>>,Lower,Left,<<<<<,"
Passed,0.03420090242635149,0.016083786803053345,381.0,35.0,208.0,-173.0,"Temporary Increase in the Public Debt Limit, On Motion to Agree to the Senate Amendment"
Passed,0.03507959443046345,0.013721993010255088,381.0,53.0,217.0,-164.0,"Further Continuing Appropriations for F.Y. 1996, On Motion to Dispose of Senate Amendments En Bloc"
Passed,0.03506988552659444,0.016120349529366657,402.0,40.0,221.0,-181.0,"Temporary Increase in the Public Debt Limit, Postpone Veto to a date certain"
Passed,0.03675097630221353,0.018452792182555435,421.0,31.0,226.0,-195.0,"Further Continuing Appropriations for F.Y. 1996, Postpone consideration of Veto Message to a date certain"
Failed,0.03701051719850163,0.011498629694961054,388.0,68.0,228.0,-160.0,"Prevent Disinvestment of Trust Funds, On Motion to Suspend the Rules and Pass"
Passed,0.036899690361607895,0.01604987940877441,413.0,45.0,229.0,-184.0,"Waiving points of order against the conference report to accompany H.R. 2020; Treasury - Postal Appropriations for F.Y. 1996, On Ordering the Previous Question"
Passed,0.03579358276541243,0.01372232491046592,388.0,50.0,219.0,-169.0,"Waiving points of order against the conference report on H.R. 1977, On Agreeing to the Resolution"
Passed,0.03681208711739629,0.0108213235108665,388.0,74.0,231.0,-157.0,"Providing for consideration of H.J.Res. 122; Making further continuing appropriations for the fiscal year 1996, On Agreeing to the Resolution"
Passed,0.03522744527217803,0.013027533424036912,387.0,59.0,223.0,-164.0,", table the appeal of ruling of the chair"
Passed,0.0367255367214918,0.017165299983771094,420.0,38.0,229.0,-191.0,"Authorizing a specified correction in the form of the conference report to accompany H.R. 2491; Budget Reconciliation for F.Y. 1996, On Agreeing to the Resolution"
Passed,0.037446554654179134,0.016092178852203223,414.0,48.0,231.0,-183.0,"Budget Reconciliation Act of 1995, On Agreeing to the Conference Report"
Passed,0.035833856483540344,0.01332457012070027,387.0,59.0,223.0,-164.0,"Providing for consideration of H.R. 2606; Prohibition on Funds for Bosnia Deployment, On Agreeing to the Resolution"
Passed,0.03477892670116979,0.015453184498837818,393.0,43.0,218.0,-175.0,", On Motion to Table"
Passed,0.03742205004766341,0.016661590501360967,415.0,43.0,229.0,-186.0,"Budget Reconciliation Act of 1995, On motion to agree to Senate Amendment"
Passed,0.03450031924837392,0.013891220959970123,383.0,49.0,216.0,-167.0,"Priviledges of the House, On motion to table"
Passed,0.03654755697777521,0.011552071449587854,388.0,68.0,228.0,-160.0,"Waiving points of order against further consideration of the Conference Report on H.R. 2099; VA HUD Appropriations for F.Y. 1966, On Agreeing to the Resolution"
Passed,0.03309455093204412,0.014392578332101518,357.0,37.0,197.0,-160.0,"VA, HUD, Appropriations for Fiscal Year 1996, On Agreeing to the Conference Report"
Passed,0.03626793851795914,0.015518350539002582,399.0,45.0,222.0,-177.0,"Waiving a rerquirement of clause 4(b) of rule XI with respect to certain resolutions reported fromm the Committee on Rules, On Agreeing to the Resolution"
Passed,0.03677310864100768,0.01623616060016462,414.0,44.0,229.0,-185.0,"Waiving points of order against the further conference report on H.R. 1977, Interior and Related Agencies Appropriations, FY 1996, On Agreeing to the Resolution"
Passed,0.03569062275716537,0.016081558792686315,401.0,41.0,221.0,-180.0,"Providing for consideration of H.R. 2621; Enforce Public Debt Limit and Protect Federal Trust Funds, On Ordering the Previous Question"
Passed,0.03628705082104355,0.01579905469812381,407.0,45.0,226.0,-181.0,"Providing for consideration of H.R. 2621; Enforce Public Debt Limit and Protect Federal Trust Funds, On Agreeing to the Resolution"
Passed,0.036544507650968866,0.016453507656995128,417.0,43.0,230.0,-187.0,"Providing for consideration of H. Con. Res. 122; Revised Congressional Budget for 7 years, On Ordering the Previous Question"
Passed,0.03653372745857143,0.01675462767070469,417.0,41.0,229.0,-188.0,"Providing for consideration of H. Con. Res. 122; Revised Congressional Budget for 7 years, On Agreeing to the Resolution"
Passed,0.03612246814552801,0.012281540317551898,385.0,67.0,226.0,-159.0,"Providing for consideration of H.J. Res. 134; Making further continuing appropriations for F.Y. 1996, On Ordering the Previous Question"
Passed,0.03612509692030003,0.013688623386879067,403.0,61.0,232.0,-171.0,"Making further continuing appropriations for the fiscal year 1996, Table the Appeal of the Ruling of the Chair"
Passed,0.03620599290909946,0.013930099287332985,407.0,59.0,233.0,-174.0,"Personal Responsibility Act of 1995, Table the Appeal of the Ruling of the Chair"
Passed,0.03650071476567023,0.01153658296675024,381.0,67.0,224.0,-157.0,"Personal Responsibility Act of 1995, On Agreeing to the Conference Report"
Passed,0.03553472224582406,0.014984448707587403,398.0,50.0,224.0,-174.0,"Authorize Speaker to Declare Recesses, On Ordering the Previous Question"
Passed,0.0340885961235192,0.01607287661424499,389.0,39.0,214.0,-175.0,"Authorize Speaker to Declare Recesses, On Agreeing to the Resolution, as amended"
Failed,0.035551393667447785,0.011805407260483725,380.0,62.0,221.0,-159.0,"Interior Appropriations for Fiscal Year 1996, Passage, objections of the President notwithstanding"
Passed,0.03638933583236568,0.01644583759158389,412.0,42.0,227.0,-185.0,"Providing for consideration of a motion to dispose of Senate amendment (Continuing Appropriations) to H.R. 1643; Bulgaria, On Ordering the Previous Question"
Passed,0.03556630568861883,0.016928346568635004,407.0,35.0,221.0,-186.0,"Authorize the Speaker to Declare Recesses, On Agreeing to the Resolution"
Passed,0.03595855957010308,0.015748720754313408,406.0,44.0,225.0,-181.0,"Providing for the dispostion of the Senate amendment to H.J.Res. 134; making further continuing appropriations for F.Y. 1996, On Ordering the Previous Question"
Passed,0.03646586548678179,0.01716237065782527,419.0,39.0,229.0,-190.0,"Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committee on Rules, On Agreeing to the Resolution"
Passed,0.03622123904155114,0.016192454584671875,412.0,42.0,227.0,-185.0,", Table the Appeal of the Ruling of the Chair"
Passed,0.03524388979430385,0.014746374841250826,398.0,48.0,223.0,-175.0,", Table the Appeal of the Ruling of the Chair"
Passed,0.035567584436285556,0.014642769378588324,401.0,51.0,226.0,-175.0,"Providing for the consideration of H.R. 2924; Social Security Benefits, On Ordering the Previous Question"
Passed,0.034885713816635765,0.014724270091791595,391.0,47.0,219.0,-172.0,"Providing for the consideration of H.R. 2854, Agricutural Market Transition Act, On Ordering the Previous Question"
Agreed to,0.03626773071961794,0.01584120171037447,405.0,45.0,225.0,-180.0,", On Agreeing to the Amendment"
Passed,0.035629915401043454,0.01515891058381781,401.0,47.0,224.0,-177.0,"Waiving points of order against the conference report on H.R. 1561, American Overseas Interests Act, On Agreeing to the Resolution"
Passed,0.03562208519822806,0.013087768583420211,398.0,60.0,229.0,-169.0,"Making further continuing appropriations for F.Y. 1996, On Passage"
Passed,0.03675627411265678,0.016078399242786052,416.0,48.0,232.0,-184.0,"Providing for the consideration of H.J. Res. 165, Further Continuing Appropriations, FY 1996, On Ordering the Previous Question"
Passed,0.036733167250715,0.014825022335322133,409.0,55.0,232.0,-177.0,"Providing for the consideration of H.J. Res. 165, Further Continuing Appropriations, FY 1996, On Agreeing to the Resolution"
Passed,0.036108742454990114,0.01224074380731373,391.0,65.0,228.0,-163.0,"Further Continuing Appropriations, FY 1996, On Passage"
Passed,0.03610116802028982,0.014833033157030983,399.0,53.0,226.0,-173.0,"Providing for consideration of H.R. 3136; Debt Limit Extension, On Ordering the Previous Question"
Passed,0.03483293705097704,0.01275071557142917,379.0,57.0,218.0,-161.0,"Providing for consideration of H.R. 3136; Debt Limit Extension, On agreeing to the resolution, as amended"
Passed,0.03643650780592669,0.01582902814522637,414.0,48.0,231.0,-183.0,", Table Appeal of the Ruling of the Chair"
Passed,0.03602402493502562,0.016393765276433714,408.0,44.0,226.0,-182.0,"Providing for the consideration of H.R. 3103, Health Coverage Availabilty and Affordability Act, On Ordering the Previous Question"
Passed,0.03577952631858702,0.011994256983916231,387.0,65.0,226.0,-161.0,"Waiving points of order against the conference report to accompany H.R. 956; Product Liability Reform Act, On Ordering the Previous Question"
Passed,0.03514139087373533,0.0118668135671709,381.0,65.0,223.0,-158.0,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes, On Ordering the Previous Question"
Passed,0.035485296679125825,0.012249537826157026,384.0,64.0,224.0,-160.0,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes, Table the Motion to Reconsider"
Passed,0.03536018660531673,0.010971824127339783,376.0,70.0,223.0,-153.0,"Providing for the consideration of H.J. Res. 159, proposing an amendment to the Constitution of the U.S. to require two-thirds majorities for bills increasing taxes, Table the Motion to Reconsider"
Passed,0.034306190068328184,0.018619732923919753,385.0,21.0,203.0,-182.0,"Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions from the Committee on Rules, On Ordering the Previous Question"
Failed,0.03584806261305406,0.015292992242317161,406.0,46.0,226.0,-180.0,"American Overseas Interests Act, Passage, Objection of the President Notwithstanding"
Passed,0.03441342703417416,0.01961791397806269,395.0,17.0,206.0,-189.0,"Providing for the consideration of H.R. 2641, United States Marshals Service Improvement Act, On Ordering the Previous Question"
Passed,0.03456898658312431,0.011954832964144051,362.0,58.0,210.0,-152.0,"Ocean Shipping Reform Act, On Passage"
Passed,0.03607800013111034,0.016201880001858498,411.0,41.0,226.0,-185.0,"Establishing a select subcomittee of the Committee on International Relations to investigate the U. S. role in Iranian arms transfers to Croatia and Bosnia, On Ordering the Previous Question"
Passed,0.03580079434196048,0.016713413004400483,404.0,38.0,221.0,-183.0,"Establishing a select subcomittee of the Committee on International Relations to investigate the U. S. role in Iranian arms transfers to Croatia and Bosnia, On Agreeing to the Resolution"
Passed,0.03521522712487937,0.01869751713124588,409.0,23.0,216.0,-193.0,"Providing amounts for the expenses of the Select Subcomittee on the U. S. role in Iranian Arms Transfers to Croatia and Bosnia of the Committee on International Relations, On Agreeing to the Resolution"
Passed,0.03416658398354569,0.020526913627201084,393.0,11.0,202.0,-191.0,"Providing for the consideration of H.R. 2406, U.S. Housing Act of 1996, On Ordering the Previous Question"
Passed,0.03551252328392095,0.014820139416802307,399.0,49.0,224.0,-175.0,", Committees to sit"
Passed,0.03447561124516254,0.018093676082535953,387.0,25.0,206.0,-181.0,"Providing for the consideration of H.R. 1745, On Ordering the Previous Question"
Passed,0.0360386948382976,0.01773185007974008,414.0,32.0,223.0,-191.0,"Providing for the further consideration of H. Con. Res. 178, Congressional Budget for the U.S. Government, On Ordering the Previous Question"
Passed,0.03586342249417018,0.017758175857409086,402.0,30.0,216.0,-186.0,"Congressional Budget For U.S. Government, On Agreeing to the Resolution"
Passed,0.034793860488505794,0.015503019446206814,399.0,41.0,220.0,-179.0,"Providing for the consideration of H.R. 3415; Gas Tax Increase Repeal, On Ordering the Previous Question"
Passed,0.03678504188183049,0.01626223914272926,417.0,43.0,230.0,-187.0,"Waiving points of order against the conference report to accompany H.Con.Res. 178; Budget for U.S. Government for F.Y. 1997, On Agreeing to the Resolution"
Passed,0.03513386111990926,0.012698660937018796,386.0,60.0,223.0,-163.0,"Privilege of the House, On Motion to Table the Resolution"
Agreed to,0.035411635832128745,0.012484645846749293,381.0,59.0,220.0,-161.0,", On Agreeing to the Amendment"
Passed,0.03478147405294329,0.017387083635237794,401.0,29.0,215.0,-186.0,"Providing for consideration of H.R, 3820; Campaign Finance Reform Act, On Ordering the Previous Question"
Passed,0.03490549594111731,0.012981491629340723,374.0,54.0,214.0,-160.0,"Providing for consideration of H.R. 2391; Working Families Flexibility Act of 1996, On Agreeing to the Resolution"
Passed,0.03306242119475004,0.015840026157387933,354.0,30.0,192.0,-162.0,"Working Families Flexibility Act of 1996, On Passage"
Passed,0.03548624285698085,0.01384786754562104,398.0,52.0,225.0,-173.0,", Table the Motion to Reconsider"
Passed,0.03293812260818581,0.01355822010718174,350.0,40.0,195.0,-155.0,"Providing for consideration of a certain motion to suspend the rules. (Relating to combating terrorism), On Agreeing to the Resolution"
Passed,0.034713640620914296,0.013897821234510865,377.0,47.0,212.0,-165.0,", On motion to table"
Passed,0.03537536026133733,0.01647275331754292,405.0,35.0,220.0,-185.0,"Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committee on Rules, On Agreeing to the Resolution"
Passed,0.03460835532779593,0.013359943427029855,379.0,53.0,216.0,-163.0,"Question of the Privileges of the House, On Motion to Table the Resolution"
Passed,0.03265740030923779,0.014445578043241206,352.0,36.0,194.0,-158.0,"Waiving points of order against the conference report on H.R. 3539, On Agreeing to the Resolution"
Passed,0.035051015257646145,0.0158912390400988,401.0,41.0,221.0,-180.0,"Consideration of Sine Die Resolutions, On Ordering the Previous Question"
"
",>>>>>,Upper,Right,<<<<<,"
"
Passed,0.01570809236762749,-0.054085361698162554,45.0,403.0,224.0,179.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 101"
Passed,0.014778522702681464,-0.055876727886047084,36.0,414.0,225.0,189.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 102"
Passed,0.01617003372523032,-0.0540229354190651,52.0,404.0,228.0,176.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 104"
Passed,0.01396064909914173,-0.05844778451404775,24.0,430.0,227.0,203.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 105"
Passed,0.01432430312542563,-0.05803952753842448,28.0,428.0,228.0,200.0,"ADOPTING THE RULES OF THE HOUSE OF REPRESENTATIVES FOR THE 104TH CONGRESS, ON AGREEING TO SEC. 107"
Passed,0.014290277021470477,-0.058034252437621545,28.0,428.0,228.0,200.0,"APPLICABILITY OF CERTAIN LAWS TO THE LEGISLATIVE BRANCH, On Passage"
Passed,0.014194744811893704,-0.057792442367006945,28.0,426.0,227.0,199.0,"Anaktuvuk Pass Land Exchange and Wilderness Redesignation Act, On Passage"
Passed,0.014221984195405279,-0.058271046069830044,27.0,431.0,229.0,202.0,"Victim Restitution Act of 1995, On Passage"
Passed,0.014931248362106145,-0.056012080712576504,38.0,418.0,228.0,190.0,"Paperwork Reduction Act of 1995, On Passage"
Agreed to,0.015416358742146596,-0.05400139381489442,44.0,404.0,224.0,180.0,", On Agreeing to the Amendment, as amended"
Agreed to,0.015163585021176965,-0.055767436117561076,40.0,414.0,227.0,187.0,", On Agreeing to the Amendment"
Passed,0.014624186470082269,-0.055791956285046795,36.0,414.0,225.0,189.0,"Committee Funding Resolution, On Agreeing to the Resolution, as amended"
Agreed to,0.01453057550778086,-0.05678643659251547,33.0,419.0,226.0,193.0,", On Agreeing to the Amendment"
Agreed to,0.014951766664965534,-0.055496987918365444,38.0,412.0,225.0,187.0,", On Agreeing to the Amendment"
Agreed to,0.013978819894635498,-0.05872848611722754,24.0,432.0,228.0,204.0,", On Agreeing to the Amendment"
Passed,0.01423022782111709,-0.057153817769561625,29.0,421.0,225.0,196.0,"Providing for the consideration of H.R. 1271; Family Privacy Protection Act, On Agreeing to the Resolution"
Passed,0.01502769649758712,-0.05542221467178876,40.0,410.0,225.0,185.0,"Family Privacy Protection Act, On Passage"
Passed,0.014965485675519329,-0.05629103020707392,38.0,418.0,228.0,190.0,"Housing for Older Persons Act of 1995, On Passage"
Passed,0.014370572619506685,-0.05711091396263104,31.0,423.0,227.0,196.0,"Paperwook Reduction Act, On Agreeing to the Conference Report"
Agreed to,0.01447927774056436,-0.05790005100173365,34.0,426.0,230.0,196.0,", On Agreeing to the Amendment"
Passed,0.014795053250032468,-0.05557315866845137,45.0,411.0,228.0,183.0,"Department of Defense Appropriationms, FY 1996, Closing Portions of the Conference"
Passed,0.014277098494558865,-0.057631858049671685,35.0,423.0,229.0,194.0,"Federal Acquisition Reform Act, On Passage"
Passed,0.015245497618121304,-0.05555908619089957,50.0,410.0,230.0,180.0,"National Highway System Designation Act of 1995, On Passage"
Passed,0.015041748706070647,-0.055772331300638904,46.0,412.0,229.0,183.0,"Defense Department Authorization, FY 1996, Closing Portions of the Conference"
Passed,0.014965940792545953,-0.056115304595933536,46.0,414.0,230.0,184.0,"Department of Defense Appropriations, FY 1996, Closing Portions of the Conference"
Passed,0.014833067551393306,-0.05610565095239422,43.0,415.0,229.0,186.0,"Senior Citizens Housing Safety and Economic Relief Act, On Passage"
Passed,0.015361240333753723,-0.055200777469988666,50.0,408.0,229.0,179.0,"Social Security Earnings Test Reform, On Agreeing to the Resolution"
Passed,0.015803780959243962,-0.054737531739470865,56.0,408.0,232.0,176.0,"Interstate Commerce Commission Termination Act, On Passage"
Agreed to,0.014790886719679354,-0.05604365934544009,45.0,413.0,229.0,184.0,", On Agreeing to the Amendment"
Passed,0.014360055829177062,-0.056607642315134224,39.0,415.0,227.0,188.0,"Gift Reform, On Agreeing to the Resolution"
Passed,0.014273363093540043,-0.05717867718087406,38.0,420.0,229.0,191.0,"Philanthropy Protection Act, On Passage"
Passed,0.014463520023613192,-0.05799097596382047,38.0,426.0,232.0,194.0,"Charitable Gift Annuity Antitrust Relief Act, On Passage"
Passed,0.014302005608521802,-0.05738063299770085,37.0,421.0,229.0,192.0,"Lobbying Disclosure Act, On Passage"
Passed,0.01469000617805187,-0.05625828017287909,46.0,414.0,230.0,184.0,"Romano L. Mazzoli Federal Building, On Motion to Suspend the Rules and Pass"
Passed,0.015362630509350363,-0.054898575760391144,54.0,406.0,230.0,176.0,"Senior Citizens’ Right To Work Act, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.014607248066296687,-0.05581184790039374,45.0,411.0,228.0,183.0,"Trinity River Basin Fish and Wildlife Management Reauthorization, Suspend the rules and pass, as amended"
Passed,0.015328817313760526,-0.054340017111967204,53.0,401.0,227.0,174.0,"DNA Identification Grants Improvement, Suspend the rules and pass, as amended"
Passed,0.014755148808450688,-0.05527535540510156,48.0,408.0,228.0,180.0,"Nobel Peace Prize nominee Wei Jingsheng, Suspend the Rules and Agree, as Amended"
Passed,0.01533264986820824,-0.05489397905535401,55.0,409.0,232.0,177.0,"Making further continuing appropriations for the fiscal year 1996, On Passage"
Passed,0.014806284087546836,-0.05604486353337159,47.0,415.0,231.0,184.0,"Tax Treatment for Individuals Performing Services in Certain Hazardous Duty Areas, Suspend the rules and pass, as amended"
Passed,0.014765090800528447,-0.05542835704669721,48.0,408.0,228.0,180.0,"Eighth Anniversary of the Massacre of the Kurds, Suspend the rules and agree"
Passed,0.014523890898272813,-0.057609596519931625,41.0,425.0,233.0,192.0,"Taxpayer Bill of Rights Act, Suspend the rules and pass, as amended"
Passed,0.014527032726463537,-0.057130318533258416,44.0,422.0,233.0,189.0,"Tribute to Ronald H. Brown, On Agreeing to the Resolution"
Passed,0.0153594656908878,-0.05414487179400519,54.0,400.0,227.0,173.0,"Helium Privatization Act of 1995, Suspend the rules and pass"
Passed,0.0146903912169905,-0.05548909056289198,45.0,411.0,228.0,183.0,"Central Utah Project Completion Act, Suspend the rules and pass, as amended"
Passed,0.014401563548461184,-0.056979451890197354,41.0,421.0,231.0,190.0,"Providing for consideration of H. R. 2149; Ocean Shipping Reform Act, On Agreeing to the Resolution"
Passed,0.015425628858309738,-0.05535293038598765,51.0,409.0,230.0,179.0,"Crimes Against Children and Elderly Persons Increased Punishment Act, On Passage"
Passed,0.0147033136868248,-0.05664919206646007,42.0,418.0,230.0,188.0,"Megan’s Law, On Motion to Suspend the Rules and Pass, as Amended"
Passed,0.015288618291801658,-0.0543682246313392,51.0,403.0,227.0,176.0,"Small Business Job Protection Act of 1996, On Passage"
Passed,0.014181787551144548,-0.05730306846629465,37.0,421.0,229.0,192.0,"Church Arson Prevention Act, On Motion to Suspend the Rules and Pass, as Amended"
Agreed to,0.014442520538197267,-0.056686978312058926,39.0,417.0,228.0,189.0,", On Agreeing to the Amendment"
Passed,0.01483299691287901,-0.05502901181768279,50.0,408.0,229.0,179.0,"Department of Defense Authorization, FY 1997, Close portions of the Conference"
Passed,0.01449391516472495,-0.056395039221338136,41.0,417.0,229.0,188.0,"Food Quality Protection Act, Suspend the rules and pass, as amended"
Passed,0.014338985594535041,-0.056673321152794234,39.0,417.0,228.0,189.0,"Welfare and Medicaid Reform Act of 1996, On Motion to Instruct Conferees"
Passed,0.014586294990260956,-0.05692224214405822,41.0,419.0,230.0,189.0,"Drug-Induced Rape Prevention and Punishment Act, Suspend the rules and pass"
Passed,0.01443229981082194,-0.05731363593885684,39.0,421.0,230.0,191.0,"Sexual Offender Tracking and Identification Act, Suspend the rules and pass, as amended"
Passed,0.014398987287732761,-0.05743870733616791,39.0,423.0,231.0,192.0,"Government Accountability Act, Suspend the Rules and Agree"
